Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,679106,-,-,-,30.25,-97.7,-6,145,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature,Pressure
2014,1,1,0,0,0,0,2,1000.0
2014,1,1,0,30,0,0,2,1000.0
2014,1,1,1,0,0,0,2,1000.0
2014,1,1,1,30,0,0,2,1000.0
2014,1,1,2,0,0,0,2,1000.0
2014,1,1,2,30,0,0,1,1000.0
2014,1,1,3,0,0,0,1,1000.0
2014,1,1,3,30,0,0,1,1000.0
2014,1,1,4,0,0,0,1,1000.0
2014,1,1,4,30,0,0,1,1000.0
2014,1,1,5,0,0,0,1,1000.0
2014,1,1,5,30,0,0,1,1000.0
2014,1,1,6,0,0,0,1,1000.0
2014,1,1,6,30,0,0,1,1000.0
2014,1,1,7,0,0,0,2,1000.0
2014,1,1,7,30,0,0,3,1000.0
2014,1,1,8,0,29,367,4,1000.0
2014,1,1,8,30,47,560,5,1000.0
2014,1,1,9,0,59,673,7,1000.0
2014,1,1,9,30,68,750,9,1000.0
2014,1,1,10,0,75,800,11,1000.0
2014,1,1,10,30,80,837,12,1000.0
2014,1,1,11,0,85,860,14,1000.0
2014,1,1,11,30,253,70,15,1000.0
2014,1,1,12,0,275,223,16,1000.0
2014,1,1,12,30,284,163,16,1000.0
2014,1,1,13,0,257,345,17,1000.0
2014,1,1,13,30,270,141,17,1000.0
2014,1,1,14,0,88,862,18,990.0
2014,1,1,14,30,224,214,18,990.0
2014,1,1,15,0,178,34,18,990.0
2014,1,1,15,30,73,763,17,990.0
2014,1,1,16,0,63,703,16,990.0
2014,1,1,16,30,81,40,14,990.0
2014,1,1,17,0,36,443,13,990.0
2014,1,1,17,30,12,149,12,990.0
2014,1,1,18,0,0,0,11,990.0
2014,1,1,18,30,0,0,10,1000.0
2014,1,1,19,0,0,0,10,1000.0
2014,1,1,19,30,0,0,9,1000.0
2014,1,1,20,0,0,0,9,1000.0
2014,1,1,20,30,0,0,8,1000.0
2014,1,1,21,0,0,0,8,1000.0
2014,1,1,21,30,0,0,7,1000.0
2014,1,1,22,0,0,0,7,1000.0
2014,1,1,22,30,0,0,7,1000.0
2014,1,1,23,0,0,0,8,1000.0
2014,1,1,23,30,0,0,7,1000.0
2014,1,2,0,0,0,0,7,1000.0
2014,1,2,0,30,0,0,6,1000.0
2014,1,2,1,0,0,0,5,1000.0
2014,1,2,1,30,0,0,4,1000.0
2014,1,2,2,0,0,0,3,1000.0
2014,1,2,2,30,0,0,2,1000.0
2014,1,2,3,0,0,0,2,1000.0
2014,1,2,3,30,0,0,1,1000.0
2014,1,2,4,0,0,0,1,1000.0
2014,1,2,4,30,0,0,0,1000.0
2014,1,2,5,0,0,0,0,1000.0
2014,1,2,5,30,0,0,0,1000.0
2014,1,2,6,0,0,0,0,1010.0
2014,1,2,6,30,0,0,0,1010.0
2014,1,2,7,0,0,0,0,1010.0
2014,1,2,7,30,0,0,0,1010.0
2014,1,2,8,0,29,448,0,1010.0
2014,1,2,8,30,45,647,0,1010.0
2014,1,2,9,0,54,782,1,1010.0
2014,1,2,9,30,61,854,2,1010.0
2014,1,2,10,0,63,913,3,1010.0
2014,1,2,10,30,67,946,4,1010.0
2014,1,2,11,0,67,974,5,1010.0
2014,1,2,11,30,69,988,6,1010.0
2014,1,2,12,0,75,986,7,1010.0
2014,1,2,12,30,76,989,8,1010.0
